"GeneSymbol","logFC","adj.P.Val","P.Value","Degree","Betweenness","Closeness","Centrality_Rank","Louvain_Module","Module_Size","Rank","Score","MCC_Hub","Is_MCC_Hub","Top_Centrality","Major_Module","Strong_DEG","Priority_Score","Direction","Validation_logFC","Direction_consistency","Validated_in_GSE19435"
"MTHFD2",-1.05580803980665,1.9744249594793e-07,4.09675099042941e-10,2,457,0.179168213524697,311,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-108.775535714286,"Consistent","Yes"
"CCL4L2",1.25375616847167,2.12496224471102e-07,4.4990837473503e-10,5,0,0.279716692185216,192,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"SLAMF6",1.10873008585468,2.43757816015097e-07,5.26419030584572e-10,7,43,0.294628687442063,143,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",479.230771428571,"Consistent","Yes"
"CCL4",1.23598317153818,2.84185116299051e-07,6.55844205640289e-10,16,1608,0.336136180656316,58,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"COL9A2",2.57976428233498,3.0240458266992e-07,7.23501891590291e-10,0,0,NA,913,415,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"CEACAM1",-1.5612097963399,3.1427964658194e-07,7.65221133512379e-10,0,0,NA,940,442,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-233.856162857143,"Consistent","Yes"
"GPR183",1.35337013228079,3.8605700996783e-07,9.86246049575211e-10,1,0,0.262389150609654,402,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",50.3945185714286,"Consistent","Yes"
"CASP4",-2.38750971460345,4.15692090638811e-07,1.09135566130746e-09,4,0,0.225227661890988,234,17,23,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-1408.999,"Consistent","Yes"
"DUSP3",-1.13497769421059,4.25803379644542e-07,1.16297846698452e-09,1,0,0.264145328376475,398,3,67,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"GRAMD1B",-2.37161126607266,5.29765206423584e-07,1.5478731868149e-09,0,0,NA,652,154,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"STK3",-1.11697308416256,5.72314580529622e-07,1.7085464177061e-09,1,0,0.141900795233125,527,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"TLR5",-1.43977660973153,7.08612367466361e-07,2.16044930056861e-09,4,664,0.312212413511026,206,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"CDC25B",1.02881809847783,8.08815634315555e-07,2.55157692009523e-09,2,457,0.26339292646219,302,3,67,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",451.146342857143,"Consistent","Yes"
"LILRA5",-1.65265836691379,8.96627256908298e-07,2.96148402696734e-09,0,0,NA,708,210,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-44.7667571428571,"Consistent","Yes"
"HOPX",1.12316683737438,1.13355749068632e-06,4.03204798618073e-09,1,0,0.23569636955544,436,3,67,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"GPR68",2.86813889789409,1.20004393228006e-06,4.34476323643137e-09,1,0,0.597252637865817,525,18,4,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"LMNB1",-1.34471718285714,1.52824602510602e-06,5.82423163852308e-09,1,0,0.266860422093945,422,10,49,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-181.092898571429,"Consistent","Yes"
"PPP2R2B",1.45293145875616,1.72492971555175e-06,6.64684652517243e-09,3,913,0.162650709377275,248,7,31,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",12.72805,"Consistent","Yes"
"PIK3AP1",-1.16219925492611,1.8290202804005e-06,7.20284923364937e-09,2,457,0.273782623770071,310,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-130.204671428571,"Consistent","Yes"
"ASPHD2",-1.57490019019089,1.83299622338058e-06,7.29711427360503e-09,0,0,NA,825,327,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-68.16765,"Consistent","Yes"
"ADM",-1.35896314071429,1.89499013239601e-06,7.78361850659155e-09,1,0,0.225607539429597,435,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-2979.78288571429,"Consistent","Yes"
"CARD17P",-2.73365040400739,2.82928374061007e-06,1.3118780868362e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-191.552698571429,"Consistent","Yes"
"TIMM10",-1.67221023978818,2.8572660316338e-06,1.33090243052113e-08,1,0,0.194229023159479,415,17,23,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"ANXA3",-1.8791106612734,2.9526732354085e-06,1.40660049113276e-08,0,0,NA,786,288,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-153.138416714286,"Consistent","Yes"
"ACACB",2.71875554524877,3.21697639313973e-06,1.58766473324123e-08,5,1096.5,0.211432887139156,173,16,16,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",35.9963828571428,"Consistent","Yes"
"CREB5",-1.27061970544089,3.57197298439254e-06,1.81094296552172e-08,2,0,0.28379007218058,347,3,67,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"H2AJ",-1.08192771639778,3.61248342887837e-06,1.85859599249951e-08,10,1,0.26181631927414,106,10,49,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"LIMK2",-1.63770824380049,4.08192364786518e-06,2.15615476953239e-08,0,0,NA,995,497,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-98.7748114285714,"Consistent","Yes"
"H2AC18",-1.21027176147783,4.94083851111184e-06,2.79308903573259e-08,18,240,0.280246078084634,44,10,49,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-2208.50652857143,"Consistent","Yes"
"LCK",1.0996192172303,5.23237991524933e-06,2.99113416425085e-08,17,1331,0.33928866427683,49,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",9.84668462857142,"Consistent","Yes"
"MIR600HG",2.56933758536453,5.37315935943811e-06,3.08561387561119e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",68.3266314285715,"Consistent","Yes"
"FFAR2",-1.20681626012315,5.68106795021034e-06,3.33905823052331e-08,4,912,0.179364540413612,203,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-1110.25307142857,"Consistent","Yes"
"DISC1",-2.55726650476847,5.93111409684695e-06,3.65428257327277e-08,3,6,0.831117021276596,272,27,6,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"WDR74",1.04565975023522,5.93111409684695e-06,3.63287389628449e-08,13,0,0.244003923242119,76,4,59,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",193.299214285714,"Consistent","Yes"
"SLC41A1",2.24170390410098,6.94162733255109e-06,4.45324698135331e-08,0,0,NA,768,270,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"PJA1",2.21041692416502,7.35478808290101e-06,4.84287669916414e-08,1,0,1.00300902708124,505,38,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"CCN3",1.96788508124507,8.26771034063365e-06,5.82239472950654e-08,0,0,NA,855,357,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"LOC729737",-2.50533814194581,9.04277059470347e-06,6.52873064892524e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"GUSBP14",-1.55838401307143,9.23144514068319e-06,6.71513949912893e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"FGFBP2",1.14601621412808,9.33161489675881e-06,6.9743601841076e-08,1,0,0.25075953310546,418,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"DUSP14",2.10519801150246,9.48116632091314e-06,7.10620752811343e-08,0,0,NA,798,300,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"CD320",2.56315854483498,9.51918042280816e-06,7.15485390971374e-08,1,0,1.001001001001,392,8,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"URGCP",2.20253389897906,1.09131403730621e-05,8.48819276484235e-08,0,0,NA,903,405,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",24.2843357142857,"Consistent","Yes"
"TLR2",-1.49505520629064,1.09986968196923e-05,8.68606193759447e-08,20,4462,0.342936041679458,31,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"FCGBP",1.99242242410837,1.17705157615174e-05,9.44512179207531e-08,1,0,1.06609808102345,539,44,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"IGF2BP3",-2.21368495660098,1.22443861918369e-05,1.01134958144501e-07,3,912,0.216218972223415,251,19,5,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-73.0789585714286,"Consistent","Yes"
"DTX3L",-1.05698189835714,1.32251746722759e-05,1.11444168439495e-07,5,0,0.302953331957476,193,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-23.4051678571428,"Consistent","Yes"
"LOC100288069",-1.95643877760345,1.45013532091233e-05,1.2649652817342e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"CCR6",1.0493872835468,1.52243552235602e-05,1.33770350358398e-07,13,817,0.322708837712685,73,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"OSM",-1.14143041649261,1.54390169663751e-05,1.35983380788297e-07,5,49,0.286949439258192,189,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-72.6178185714286,"Consistent","Yes"
"NFATC3",2.14987860756158,1.63265841862906e-05,1.46911949337797e-07,0,0,NA,898,400,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",67.8288157142857,"Consistent","Yes"
"LINC00265",-1.78464725585222,1.68777807706667e-05,1.52586487456854e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-308.295814285714,"Consistent","Yes"
"MAZ",-1.15530033299631,1.83621861018111e-05,1.70671798155768e-07,1,0,0.304494147462925,395,3,67,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"HCAR3",-1.39713572512808,1.88570957009597e-05,1.78296664082036e-07,1,0,0.13709344534686,524,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-85.37278,"Consistent","Yes"
"GZMK",1.2886845084298,1.88570957009597e-05,1.78865128285024e-07,7,36,0.297141344558096,144,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"SMYD4",1.93928013126355,1.92030787817902e-05,1.85399502964077e-07,0,0,NA,559,61,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",25.6531142857143,"Consistent","Yes"
"ZNF365",2.1979246970197,1.96363264671298e-05,1.9039372866977e-07,2,0,0.574052812858783,378,27,6,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",12.0710067285714,"Consistent","Yes"
"H2AC20",-1.14492234557143,2.00534053244588e-05,1.95307455892338e-07,18,2614,0.280049357170548,40,10,49,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-1167.9023,"Consistent","Yes"
"HCAR2",-1.31128101343966,2.27653114982792e-05,2.26539696474587e-07,2,457,0.158793777502874,315,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"SKAP1",1.06105694693103,2.37529609366612e-05,2.43254070919102e-07,4,0,0.27469182635878,229,3,67,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",46.2959985714286,"Consistent","Yes"
"GADD45G",-2.65528660053941,2.37969696025386e-05,2.44363453181834e-07,2,2,0.856898029134533,333,18,4,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"IL18R1",-1.05202685561084,2.73544067089717e-05,2.90739390821787e-07,3,457,0.261138438152668,255,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"FOCAD",2.07026667895936,2.81339592704651e-05,3.00811954681986e-07,0,0,NA,942,444,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"SIRPG",2.19587997633374,2.83497750171052e-05,3.03719721340967e-07,0,0,NA,811,313,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"PRRG4",-1.59599600300616,2.86526195769497e-05,3.09390781144679e-07,0,0,NA,908,410,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"TSEN54",1.85444887023892,2.8758008093437e-05,3.11137645524048e-07,0,0,NA,644,146,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"LINC01347",-1.7394649903202,3.02238610546977e-05,3.34675940200438e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"CLYBL",2.22800122764286,3.06936494789693e-05,3.42477467667778e-07,0,0,NA,571,73,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",46.54811,"Consistent","Yes"
"MRPL38",1.03256572150739,3.32980858785038e-05,3.88457693444043e-07,5,0,0.234508006809949,197,4,59,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"SFMBT1",2.03622071092118,3.55302100729304e-05,4.22772714128155e-07,0,0,NA,1002,504,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",11.3747575714286,"Consistent","Yes"
"CLC",1.39966339467734,3.66258063071811e-05,4.42587687083521e-07,1,0,0.253806122047495,397,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"ARHGEF19",1.80375748004434,3.85277210997131e-05,4.72307393803517e-07,0,0,NA,837,339,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"CD79B",1.08628211084975,3.87380729332093e-05,4.75706258628049e-07,10,1012,0.306904274010569,102,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"AFF3",2.4299723155665,3.90116822069369e-05,4.84848033187355e-07,1,0,0.171747144703719,528,28,6,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"MAP3K20",-2.26010552071059,4.50774138167359e-05,5.86003516408202e-07,0,0,NA,819,321,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"TRAF5",1.01042227193473,5.33610138607819e-05,7.16285549485205e-07,1,0,0.240793081983209,412,3,67,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",127.937478571429,"Consistent","Yes"
"CCDC107",1.93048909840887,5.53877611321763e-05,7.55218355934059e-07,0,0,NA,884,386,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"EID2",2.2569781630665,5.55893543207201e-05,7.62484782038598e-07,0,0,NA,739,241,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"ZNF416",1.90794042133251,5.55893543207201e-05,7.6267497194272e-07,0,0,NA,871,373,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"JAM3",-1.14213389221182,5.7240403239241e-05,7.93810508388618e-07,1,0,0.273379139261602,458,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ZNF260",1.90199888454434,5.77568568615768e-05,8.02195551675687e-07,0,0,NA,958,460,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"THOC3",2.19422496447537,5.81912359112757e-05,8.11276667599665e-07,0,0,NA,630,132,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"OSBPL10",2.6095985705234,6.0119794290601e-05,8.55981300919453e-07,0,0,NA,791,293,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"MAGED1",1.62117362765271,6.20322049675095e-05,8.90470982362674e-07,1,0,1.00300902708124,506,38,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",119.514905714286,"Consistent","Yes"
"USF1",-1.67751431348522,6.25564969403785e-05,9.00846421901807e-07,3,6607,0.298438411239008,235,16,16,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"SLC39A10",1.81863831217734,6.31091972141637e-05,9.13948273263068e-07,0,0,NA,888,390,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",11.5862722857143,"Consistent","Yes"
"ZMYND19",1.98473530690394,6.72082391371517e-05,9.84694405854396e-07,1,0,1.23304562268804,455,29,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"ID3",1.58230353229064,6.80266619069878e-05,9.9812573736619e-07,0,0,NA,780,282,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",59.1849542857142,"Consistent","Yes"
"CD5",1.39666465496305,7.05322681483005e-05,1.05728961590897e-06,18,806,0.31944358228776,43,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",56.1053685714286,"Consistent","Yes"
"TNFRSF25",1.01533811809975,7.05468346940683e-05,1.06049528133617e-06,2,0,0.253947835344216,364,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",13.7339748571429,"Consistent","Yes"
"PPP1R13B",2.1356424578202,7.07857355102254e-05,1.06558527127883e-06,0,0,NA,543,45,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",20.385974,"Consistent","Yes"
"DAPP1",-1.02369292824261,7.43226357021396e-05,1.13613819264773e-06,1,0,0.229411104699622,494,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"B3GAT3",2.12111676869458,7.69860629887922e-05,1.19831638400553e-06,0,0,NA,945,447,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"LYRM4",1.67093454831773,9.07491701372315e-05,1.49484140430578e-06,1,0,1.3531799729364,521,41,2,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"CTSF",1.72076295090887,9.64103099518643e-05,1.62932173833973e-06,0,0,NA,636,138,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"EEIG1",1.81835788993842,9.65534333925122e-05,1.63542475734178e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",84.7962228571429,"Consistent","Yes"
"CCDC102A",2.05659289583621,0.000101072842013548,1.7526340244563e-06,0,0,NA,867,369,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",34.9809628571428,"Consistent","Yes"
"RRP15",1.47566511855419,0.000101223481546041,1.75907053999231e-06,8,0,0.241682277512467,128,4,59,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"LSS",1.58152061506158,0.000102184732322225,1.78705911156143e-06,3,456,0.178290798520887,260,16,16,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"GAS6",-1.10024213080788,0.000104668724892192,1.83936485910777e-06,2,457,0.265690688469546,312,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ITGA2B",-1.2755529356564,0.000106046320316332,1.86806416343478e-06,10,2392,0.298173783232868,99,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ACTA2",-1.03370356994828,0.000106873348652367,1.88942106084407e-06,4,815,0.274100823619112,204,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"SHISAL2A",2.34302940981034,0.000109020125744837,1.94814816812352e-06,0,0,NA,674,176,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",33.92554,"Consistent","Yes"
"F2RL1",-1.04849223728571,0.000113290549312117,2.0388509012153e-06,1,0,0.217553633145674,453,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"TLR1",-1.06089296627217,0.000115860137035197,2.09736014831558e-06,7,59,0.33284085483415,141,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-191.244228571428,"Consistent","Yes"
"DDX10",1.01088258664286,0.00011835445056148,2.15253695734392e-06,10,1419,0.257401848684806,100,4,59,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",24.28986,"Consistent","Yes"
"AP5B1",-2.18725538684729,0.000121958246591432,2.23357293518216e-06,1,0,1.38888888888889,537,43,2,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"HRK",2.53426996958621,0.000122227479995431,2.2410916066999e-06,0,0,NA,875,377,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"MCTP2",-1.68889893331281,0.000125480708862991,2.32465161133825e-06,0,0,NA,882,384,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"PAAF1",1.85637027169089,0.000132627861679653,2.49075635302773e-06,0,0,NA,814,316,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"LDLRAD4",1.79035750508374,0.00014191329474625,2.71020710679675e-06,0,0,NA,650,152,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"SPNS3",2.0132115900197,0.000147409453663235,2.84638101545321e-06,0,0,NA,928,430,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",17.5620148571429,"Consistent","Yes"
"TASP1",1.8626508316601,0.000149864431708638,2.9222001727011e-06,0,0,NA,977,479,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"HNRNPUL1",1.72867513500123,0.000152801312209315,3.00225736762391e-06,1,0,0.643500643500644,519,26,6,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"GOT1",1.01521667563547,0.000157061944511672,3.10592314737993e-06,1,0,0.239651427521926,399,11,53,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",30.2862871428571,"Consistent","Yes"
"IL18RAP",-1.0026465864532,0.000161144521030673,3.2037158909996e-06,1,0,0.207202128843532,426,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ZNF256",2.0757883074569,0.000164625835024417,3.30429784681984e-06,0,0,NA,859,361,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"C2",-1.39047423371429,0.000164793853885118,3.31115935163298e-06,5,106,0.233228075160548,185,3,67,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"SMG1",-1.40209791748276,0.000168567817783683,3.41554067495892e-06,2,182,0.214096526681196,325,4,59,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"H2BC5",-1.10422271087808,0.000173097317223198,3.52197755396864e-06,13,2008,0.276324259882363,72,10,49,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-200.994635714286,"Consistent","Yes"
"TFPI",-1.24989094858744,0.000175871642919108,3.60449176061689e-06,2,213,0.253523590425444,322,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"MAP7",2.0214471083867,0.000176644172460024,3.62701679295638e-06,0,0,NA,665,167,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",31.486245,"Consistent","Yes"
"FAM3C",1.95463873140271,0.000186036167759367,3.8679578399716e-06,0,0,NA,680,182,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",10.5915560485714,"Consistent","Yes"
"ASAP1-IT1",-1.84946591730788,0.000188076077534584,3.92231662195519e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"TMEM14A",2.20053596569828,0.000188536902517821,3.93991071086976e-06,0,0,NA,828,330,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"IFT46",1.76261518876232,0.000189825385545351,3.9805575594078e-06,0,0,NA,688,190,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"HACL2",1.5393120605431,0.000193943710888259,4.09806744440054e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",15.38756,"Consistent","Yes"
"SOD2",-2.45667214178571,0.000208835140914065,4.55362259045149e-06,4,3971,0.30620847716106,199,17,23,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-1091.79561428571,"Consistent","Yes"
"GTF3C1",1.03119131271305,0.000214800156088223,4.71613478146742e-06,2,0,0.17611469450253,374,4,59,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"PRSS46P",-1.67535584809606,0.000217148286354527,4.79987319671669e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"GPR84",-1.3200461670431,0.00022597686611689,5.0443234936994e-06,2,0,0.155961031535797,367,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ZNF589",1.90954731727093,0.000235571033715015,5.29686938251034e-06,0,0,NA,685,187,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",51.4521285714286,"Consistent","Yes"
"SLC29A1",2.52379400025246,0.000239460252584653,5.43501917746286e-06,0,0,NA,997,499,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",NA,NA,"No"
"AHNAK",1.95255534400493,0.000246222949113824,5.63191318346817e-06,3,4,0.919455682236116,275,26,6,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",646.622242857143,"Consistent","Yes"
"MCEMP1",-1.60194666292611,0.000252336151938055,5.82877224205327e-06,0,0,NA,961,463,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"TSPOAP1",1.8745359010665,0.000255255136874069,5.90700735964425e-06,0,0,NA,842,344,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",29.98509,"Consistent","Yes"
"GNLY",1.21947743412315,0.0002560327858582,5.95210770198182e-06,8,929,0.318497692282551,123,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",NA,NA,"No"
"HSPA6",-1.02962755004557,0.000278451168964771,6.60297917131849e-06,2,77,0.269492771062361,327,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-951.184714285715,"Consistent","Yes"
"TREML1",-1.03283272508128,0.000286911377825174,6.89471774537005e-06,3,457,0.239708246801099,254,7,31,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"NDUFAF3",-2.09373570685837,0.000294478446598695,7.15761378533805e-06,0,0,NA,577,79,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"DMAC1",1.97216771356404,0.000305457930357869,7.48915507515006e-06,0,0,NA,985,487,1,NA,NA,NA,0,0,0,1,1,"Up_in_ATB12m",42.1102114285714,"Consistent","Yes"
