"GeneSymbol","logFC","adj.P.Val","P.Value","Degree","Betweenness","Closeness","Centrality_Rank","Louvain_Module","Module_Size","Rank","Score","MCC_Hub","Is_MCC_Hub","Top_Centrality","Major_Module","Strong_DEG","Priority_Score","Direction","Validation_logFC","Direction_consistency","Validated_in_GSE19435"
"RNF213",-1.62198171095074,4.51751211684621e-08,6.1214197344574e-11,3,5,0.26512224277209,274,11,53,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"ETV7",-2.76153777016133,1.34988947897462e-07,2.45793007117819e-10,1,0,0.249359586868877,462,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CXCR5",1.67031275544581,3.16088479708015e-07,7.76317749912764e-10,15,866,0.328210478943649,62,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"KCNJ15",-1.66933644508128,4.07981319657643e-07,1.06247384806356e-09,1,0,0.174577744844334,407,12,32,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-363.391571428571,"Consistent","Yes"
"PTGDR2",3.35392836742611,4.95113093514984e-07,1.43614350345224e-09,1,0,0.253878155115118,488,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"PLSCR1",-1.6262627315,5.33430956407468e-07,1.56987789673388e-09,8,0,0.320666538306699,130,11,53,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-97.5507298571429,"Consistent","Yes"
"GCH1",-2.52014136115887,7.6121459267327e-07,2.35305901908275e-09,6,366,0.22012933800187,159,12,32,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-31.2347731428571,"Consistent","Yes"
"ADCY3",-1.74935138140394,8.22706859239735e-07,2.64517499296792e-09,9,3917,0.236533717158352,108,12,32,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"MAPK14",-1.69703616482389,1.56867064542029e-06,6.01150487648098e-09,9,5888,0.350651001192826,107,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-84.7185327142857,"Consistent","Yes"
"CD79A",2.0693299632931,2.09703316160584e-06,8.92643657731717e-09,12,612.5,0.304742539130805,81,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CCR3",1.802876974633,2.98205298580806e-06,1.43322400071654e-08,11,493,0.31479350783066,89,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CSNK1E",2.11539663225369,3.14042500870235e-06,1.53593651841003e-08,2,0,0.213288527219435,341,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",109.271554285714,"Consistent","Yes"
"H3C4",-2.02793319916502,5.93111409684695e-06,3.64808033382233e-08,17,291.333333333333,0.272347186766543,53,10,49,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-59.0690214285714,"Consistent","Yes"
"POLR3B",1.97488896012069,6.56585992158377e-06,4.14267378762246e-08,11,2347,0.253085935384619,85,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",22.5133914285714,"Consistent","Yes"
"NCR3",2.71045727775616,8.36424675977008e-06,5.98571998221991e-08,7,20,0.310047502255968,146,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CR1",-2.64897015338916,9.59153633678731e-06,7.24985385071896e-08,6,475,0.299828089833209,156,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"PLCG1",2.14057092993227,9.65010342881554e-06,7.31455405880876e-08,12,2496,0.295705172903592,78,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"TTC27",1.67842227044335,1.09131403730621e-05,8.53691708285441e-08,1,0,0.212603980986334,401,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",37.8016371428571,"Consistent","Yes"
"ACKR3",2.23154174965517,1.22443861918369e-05,1.01364675763973e-07,3,457,0.280789865570319,257,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",21.3452955714286,"Consistent","Yes"
"LIMA1",2.31061913391626,1.50952160597896e-05,1.32316051930997e-07,1,0,0.222133842915483,388,7,31,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"ATF3",-1.56038965547044,1.62731372459655e-05,1.45624216157239e-07,2,0,0.280718098962324,348,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-55.2783251428571,"Consistent","Yes"
"TAPBP",-1.9122104664298,1.77449937129506e-05,1.63432327605461e-07,2,0,0.238515703238553,370,11,53,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-17.02569,"Consistent","Yes"
"MAP4K1",1.66524540728325,1.88570957009597e-05,1.7787289953721e-07,1,0,0.242358561554312,408,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",88.3570557142857,"Consistent","Yes"
"SIGLEC5",-1.58823468943719,1.8954544454569e-05,1.80993405793031e-07,1,0,0.251604251782242,542,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-115.238322857143,"Consistent","Yes"
"C1QC",-2.30282448457636,2.59228661220577e-05,2.70584425444612e-07,4,2,0.229846178706909,224,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"OLIG2",2.50289332194458,2.8516264206426e-05,3.0731465522794e-07,3,457,0.189828743802071,258,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"POLA1",1.69953348900246,2.94380633369184e-05,3.19118554095874e-07,5,492,0.229581645097855,179,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"ITGAX",-2.23451357862808,3.5025797216863e-05,4.14545968627097e-07,18,1859,0.342636897654808,41,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CDK5RAP2",-1.53624287537808,4.07099625204435e-05,5.11988264850277e-07,3,912,0.237018698084237,250,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"OLIG1",1.58098142063054,4.10747061370087e-05,5.20729317342681e-07,2,0,0.191822980057949,368,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",95.5665285714286,"Consistent","Yes"
"FLNB",1.51524840778325,4.30716415097018e-05,5.52994892579643e-07,5,2013,0.290009061200144,168,7,31,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CACNA1E",-2.39772165395074,4.49413177729308e-05,5.83282754860295e-07,3,1810,0.217886378438192,241,7,31,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"QKI",-2.0893925229064,4.88124550780257e-05,6.44219847359027e-07,1,0,0.211067202783506,507,10,49,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"MYL9",-2.65340907641749,5.51968329864225e-05,7.504793608462e-07,4,0,0.230379396637366,226,7,31,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"SOCS3",-1.53935461761453,5.92586992618062e-05,8.34346827488327e-07,9,256,0.332795628605892,114,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"H2AC21",-2.58007223655295,5.96598349046775e-05,8.45047311114083e-07,10,2,0.260492353298158,105,10,49,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"KIR3DL3",2.2012704291798,7.31821673752957e-05,1.11250653544203e-06,2,0,0.245870925279933,362,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"TRIM32",2.10773736384975,8.48611954721341e-05,1.36012205907996e-06,1,0,0.18581629341123,448,12,32,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",14.9154388571429,"Consistent","Yes"
"RPS6KA2",2.21184432613424,9.16663126426975e-05,1.51577121326982e-06,2,912,0.301515543521267,293,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",18.3121077142857,"Consistent","Yes"
"IL4R",-2.26380689136084,9.23702846169595e-05,1.5305215942167e-06,9,436.5,0.336061447881859,113,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"BRF1",1.75061235011576,9.88151593924078e-05,1.69579305712157e-06,4,0,0.203482030715124,228,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"PRSS33",3.11958791487685,9.98223888657401e-05,1.71826982591617e-06,1,0,0.167493835093177,450,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"SLAMF1",1.61862826059113,0.000102112110342077,1.78146511659444e-06,11,1312.5,0.3326870874553,87,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",40.0934371428571,"Consistent","Yes"
"EXOSC5",1.56518471472906,0.000102184732322225,1.7857164583256e-06,6,97,0.222407399853541,161,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CD8A",1.02469423661453,0.000108258937899372,1.92766968248337e-06,46,4629,0.36805329540295,3,6,101,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",NA,NA,"No"
"TNFRSF13B",2.27258564974507,0.000113745700518601,2.05185866998048e-06,3,0,0.321813171293141,277,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"TRMT11",1.86920753671921,0.000132627861679653,2.4869413006273e-06,2,1,0.239940067371818,337,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"MAPK7",1.92654911360837,0.000154277408662134,3.04105920824133e-06,2,457,0.236320256257843,299,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"PPAN",2.01517056061084,0.000186273426412262,3.87683466713078e-06,11,12,0.24618096988852,94,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"RRS1",1.92846106913547,0.000201602307031051,4.32392151388822e-06,14,1278,0.246314823688602,70,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"BACH2",1.91659989613793,0.000202143744720831,4.33981404473592e-06,1,0,0.251410892678838,416,11,53,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",55.90649,"Consistent","Yes"
"VPREB3",2.08969425485222,0.000218854608312139,4.8653921942738e-06,7,58,0.286236582660188,142,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FYB1",-2.54940055649754,0.000220046660847159,4.89655185260452e-06,3,0,0.272627486088855,280,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"BCL6",-2.02129398105911,0.000239460252584653,5.43261802864282e-06,11,4706.5,0.36137144408132,83,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-2093.71871428571,"Consistent","Yes"
"NOLC1",1.71120352068473,0.000265513358634663,6.20623632640994e-06,7,913,0.228322908415095,136,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"ALDH18A1",1.5349496389335,0.000268655678745209,6.29675078594454e-06,8,4230.5,0.206856339175745,121,12,32,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",13.1146071428571,"Consistent","Yes"
"FCRL3",1.53022646620936,0.000324892666086913,8.17583398338778e-06,1,0,0.260330073523352,428,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"H4C5",-1.74115068216502,0.000371453418259394,9.72852318153057e-06,17,20.1666666666667,0.268391875578683,56,10,49,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"EPN2",1.74457527452463,0.000375565492546447,9.89188187266372e-06,2,457,0.266984249678074,306,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"MED24",1.84837116723399,0.000407234335348472,1.09932835969872e-05,6,457,0.266951570438786,158,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",18.3629214285714,"Consistent","Yes"
"CACNG6",2.22087064934729,0.000468344868927071,1.31160194426754e-05,2,224,0.179997909194592,321,7,31,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"RHOBTB1",-2.00093307823892,0.000468344868927071,1.31189316675598e-05,1,0,0.225578315324008,493,12,32,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CALD1",-1.95150205512069,0.000557751652742095,1.64735778530038e-05,4,9,0.23707562557166,221,7,31,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"XRN1",-1.89218464653202,0.000591391982836993,1.78177635785192e-05,3,146,0.216723789316085,266,4,59,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"IL15",-1.71796195868965,0.000667097062746158,2.0913820306972e-05,19,2289,0.353066785897372,37,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-62.8380528571429,"Consistent","Yes"
"RPAP1",1.87635564267365,0.000757386448226739,2.45347603435648e-05,2,457,0.20929546029921,309,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FCAR",-1.66143834473153,0.000800535206796516,2.63393049345088e-05,5,457,0.274790382336618,182,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"RIOK1",1.5303700888399,0.000801248345304953,2.6379733161466e-05,5,60,0.243326711800761,188,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FCGR2A",-2.09946535212562,0.000809203052706334,2.6727292714994e-05,11,1786,0.334793119051117,86,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-66.8076614285714,"Consistent","Yes"
"VEGFB",1.60936887738177,0.000829491327389571,2.76959586562502e-05,3,252,0.291418303614605,264,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",203.497371428572,"Consistent","Yes"
"CDH2",1.72900813911084,0.000920419844962123,3.14919961351399e-05,5,1533,0.305191317640192,171,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"BLK",2.08054494376108,0.00101003955077238,3.53281814459989e-05,7,458,0.276026662488097,137,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",41.2010837142857,"Consistent","Yes"
"RSAD1",1.8272227703633,0.00104148405420864,3.69338525443248e-05,7,1940,0.276752210089974,134,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CLCF1",1.85086986850246,0.00106377839618999,3.81537677192067e-05,1,0,0.247918808214232,467,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"AHCYL2",1.75757388844335,0.00115307346721417,4.2186507830579e-05,1,0,0.224734979557949,427,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FCGR3B",-1.10490385087685,0.00121228361962898,4.50201238345415e-05,21,424,0.325473873615226,29,6,101,NA,NA,NA,0,1,1,0,2,"Down_in_ATB12m",-3158.13828571429,"Consistent","Yes"
"GAB2",-1.6941132569064,0.00121557452203857,4.52195472300346e-05,2,57,0.275207141445054,328,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"LEPR",-1.64306039014778,0.0013173348425998,5.02322637996704e-05,6,2267,0.317129493389097,152,6,101,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"LAMA5",1.51633444335222,0.00135708614253384,5.23227089317211e-05,2,0,0.254352312384625,351,7,31,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"KIR2DL4",1.62093434175616,0.00137220374230584,5.32832602186892e-05,4,40,0.268943170781262,218,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"EBF1",1.51657127464532,0.00138522922335202,5.39650181230064e-05,4,100.5,0.303387004570015,215,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"ADCY9",1.62486944279557,0.00144689828607224,5.71946200609108e-05,9,2567,0.256121327692699,110,12,32,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"CFI",-1.5152569636133,0.00153719856921029,6.15777708061626e-05,2,79,0.241500933575116,326,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"EGF",-1.93295415035714,0.00165335561331977,6.71059835856535e-05,17,3847,0.343051374564913,48,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CD83",1.6355304296798,0.00171203841972933,7.02489986965221e-05,6,12,0.329745966011687,163,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"ABCE1",1.59798788819951,0.00176591035486382,7.29455464067945e-05,3,319,0.237293896262155,263,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",42.4248814285714,"Consistent","Yes"
"FCRLA",1.69547169413793,0.00177563915535253,7.35729886520484e-05,7,2712,0.277131842751278,132,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"DTX3",1.61712754809729,0.00186160065830565,7.86325361165288e-05,1,0,0.25665049805887,502,11,53,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FASLG",1.65914186891872,0.0024259819354854,0.000109405719179859,12,1554,0.338851382595025,79,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"SMARCAD1",1.68001856556404,0.00243309059989999,0.000109777816865764,2,0,0.230185686471012,369,10,49,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",16.7155944285714,"Consistent","Yes"
"MBD3",1.68849993856281,0.00257117384516378,0.000118457671594427,1,0,0.301290219448481,512,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"FCGR3A",-1.13346772806897,0.0026129605211333,0.000120880750750064,26,1746,0.329558521102539,17,6,101,NA,NA,NA,0,1,1,0,2,"Down_in_ATB12m",NA,NA,"No"
"H2BC7",-1.61093193752463,0.00285939514015225,0.00013620009932729,11,0,0.262747257790628,95,10,49,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"HP",-1.6936977080665,0.00340308466936586,0.000169826397190306,2,313,0.283072860976614,320,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CARMIL2",1.72874357221675,0.00341228481356165,0.000170430011543095,1,0,0.26155690318911,484,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",16.5573924285714,"Consistent","Yes"
"CTPS1",1.61763276773153,0.00396171394999755,0.000208860022770932,4,32,0.186497575531518,219,12,32,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"SERPINA1",-1.75679134475246,0.00401385747191185,0.000212798778549412,2,0,0.242233840279045,373,3,67,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",-37.4808189571429,"Consistent","Yes"
"RABIF",1.56842495708867,0.00475572602888382,0.000266327101827141,2,1816,0.202355005790092,287,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"SORBS3",1.52314786722044,0.00476855413195471,0.00026734838011933,2,372,0.220204482459366,318,7,31,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"SIGLEC8",1.62322681135468,0.00481405503781142,0.000270714788601282,1,0,0.254846535645129,483,6,101,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"PDE4DIP",1.54668018031527,0.00519866246854142,0.000301478615767927,3,2668,0.285955644408537,236,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",6.64897107142857,"Consistent","Yes"
"VCL",-1.57414277502217,0.0053584445529767,0.000313354022894321,11,2579,0.268062150619323,84,7,31,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"HABP4",1.71358657900123,0.00558886258190392,0.000330563222698974,1,0,0.250822291858571,463,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"MRPL4",1.65008397260591,0.00572865523353861,0.000341916942333326,14,8391,0.304745175145303,66,4,59,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"JUN",1.22368510114778,0.00653881638492895,0.000407715573534665,24,17627,0.387046614609742,21,3,67,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",NA,NA,"No"
"FOSB",1.50681377340148,0.00657180598739748,0.000410885712366555,4,69,0.295470717755145,217,3,67,NA,NA,NA,0,0,1,1,2,"Up_in_ATB12m",NA,NA,"No"
"GBP3",-1.8583602589532,0.0067757374592399,0.000426648667268943,3,0,0.307254493261533,284,11,53,NA,NA,NA,0,0,1,1,2,"Down_in_ATB12m",NA,NA,"No"
"CD19",1.34926495490148,0.00986268771297142,0.000701809230801347,38,8753.5,0.356743662542305,4,6,101,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",NA,NA,"No"
"CD28",1.05669494658128,0.0101875926364024,0.000732291863407212,24,989,0.327338558838391,22,6,101,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",15.0153732857143,"Consistent","Yes"
"CTLA4",1.19071371663177,0.0120939376661679,0.000912339351369991,21,1190,0.349105588433476,28,6,101,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",26.3191328571428,"Consistent","Yes"
"IFNG",1.45524453202956,0.0280653932587735,0.00270249218820058,54,19796.5,0.404082111602539,2,6,101,NA,NA,NA,0,1,1,0,2,"Up_in_ATB12m",NA,NA,"No"
"FCGR1CP",-2.73089010871921,5.81189460646766e-14,4.92210167599048e-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"GBP6",-4.71218616797537,6.69729111623729e-13,9.92590413365396e-17,0,0,NA,617,119,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-183.059773571429,"Consistent","Yes"
"FCGR1BP",-2.90938915933497,2.22136789773092e-12,4.70319895350705e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-617.129695714286,"Consistent","Yes"
"AIM2",-2.31104078036453,7.61835463366262e-12,2.78214465353792e-15,5,0,0.221355274248552,194,17,23,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-870.770357142857,"Consistent","Yes"
"UBE2L6",-1.18926343348645,3.61182452311362e-11,1.75884406494915e-14,10,519,0.315381384235062,104,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-386.336457142857,"Consistent","Yes"
"SEPTIN4",-2.71795797865517,1.42477013273162e-10,7.54149887114195e-14,0,0,NA,633,135,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-257.87983,"Consistent","Yes"
"P2RY14",-2.21690441253202,2.81121647641e-10,1.54753505931824e-13,0,0,NA,946,448,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-14.5807834285714,"Consistent","Yes"
"GBP4",-1.40571373735961,8.71050000092424e-10,5.34827761484624e-13,9,25,0.316625901657931,119,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-484.524757142857,"Consistent","Yes"
"TRIM22",-1.28027447621059,9.14588064487535e-10,5.80924433838497e-13,10,694,0.332358029421668,103,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-606.9648,"Consistent","Yes"
"TNFAIP6",-1.86377524205665,9.1977932310378e-10,6.2316991677756e-13,0,0,NA,700,202,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-1910.37725714286,"Consistent","Yes"
"GBP2",-1.05142304108128,5.22652069756846e-09,4.09437161631202e-12,11,378,0.339193430608282,90,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-4181.15557142857,"Consistent","Yes"
"TAP1",-1.04490694399507,6.45872451257542e-09,5.33315525799669e-12,5,912,0.312308429804589,177,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-2248.60728571429,"Consistent","Yes"
"DHRS9",-1.60843825209852,8.06001535866411e-09,6.82603828728091e-12,0,0,NA,761,263,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-358.953495714286,"Consistent","Yes"
"GNG7",1.08842205753571,8.10912137352248e-09,7.03931689598826e-12,4,174,0.235140337195351,214,12,32,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",42.2828528571429,"Consistent","Yes"
"TAP2",-1.19392246267365,8.79891084470578e-09,7.82440040392206e-12,2,0,0.238288857082356,371,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-223.145828571428,"Consistent","Yes"
"SAMD9L",-1.21973409523645,1.14195593545316e-08,1.11219269189399e-11,19,526,0.321693371430819,38,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-451.2939,"Consistent","Yes"
"PARP14",-1.13856354157635,1.3288580830452e-08,1.35049412432872e-11,17,394,0.318909080274568,51,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-349.365657142857,"Consistent","Yes"
"SLC26A8",-2.09269273705172,2.05836063789327e-08,2.30977776901491e-11,0,0,NA,998,500,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-268.773562857143,"Consistent","Yes"
"KREMEN1",-3.65036081708128,2.70960043391439e-08,3.15530104942286e-11,0,0,NA,687,189,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-10.4879235714286,"Consistent","Yes"
"IFITM1",-1.07664139246305,3.8639277130188e-08,4.90854868161013e-11,16,1112,0.336436680119237,59,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-5956.16771428571,"Consistent","Yes"
"WARS1",-1.22244403294828,4.28638453314305e-08,5.71747846939536e-11,3,1832,0.275915249438229,238,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-1534.91658571429,"Consistent","Yes"
"KCNJ2",-1.11539405285222,4.6748989506159e-08,6.43366500370591e-11,2,457,0.203463499625503,303,12,32,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-373.093728571429,"Consistent","Yes"
"SOCS1",-1.48119669249754,8.14103329904445e-08,1.22380081775138e-10,10,1259,0.336137167449886,101,6,101,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"CASP5",-2.3171807825936,9.6012539854385e-08,1.50429335589433e-10,5,457,0.222808811553367,183,17,23,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",NA,NA,"No"
"ZBP1",-1.07399090384606,1.17386134828276e-07,2.06285049877135e-10,1,0,0.269537337394833,511,11,53,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",NA,NA,"No"
"ZAP70",1.30911997559852,1.3812519673994e-07,2.54428068776328e-10,19,2487,0.331885260453842,36,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",139.391574285714,"Consistent","Yes"
"BRSK1",-1.29419668042488,1.38786629650654e-07,2.58584899944053e-10,1,0,0.220750339078305,410,3,67,NA,NA,NA,0,0,1,0,1,"Down_in_ATB12m",-461.5738,"Consistent","Yes"
"FCMR",1.1656459935197,1.68416167433178e-07,3.31619139363671e-10,1,0,0.282683418642416,468,6,101,NA,NA,NA,0,0,1,0,1,"Up_in_ATB12m",604.596471428571,"Consistent","Yes"
"APOL6",-2.51438541736453,1.69150950094831e-07,3.37344788451066e-10,0,0,NA,962,464,1,NA,NA,NA,0,0,0,1,1,"Down_in_ATB12m",-24.2608398285714,"Consistent","Yes"
