"Gene","GeneSymbol","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1770742","PIP4P1",90809,0.250306225350985,-0.00660177385964913,2.19626991984354,0.0321165699332887,0.177145593193876,-4.19597707928622
"ILMN_1744665","EP300",2033,-0.240323366291872,0.0613538396140351,-2.19608463849439,0.0321305223130253,0.177181167468359,-4.19634984951923
"ILMN_2093748","ZNF669",79862,-0.347166018910098,-0.0299666720175439,-2.19587670634289,0.0321461867305462,0.177246853311981,-4.19676815971035
"ILMN_1801077","PLIN2",123,0.293044867461823,0.0277730443508772,2.19545734563182,0.0321777993968335,0.177400448618168,-4.1976117126185
"ILMN_3296124","LOC284412",284412,-0.624533334422414,0.39935993845614,-2.19523460225488,0.0321946015735591,0.177472365420258,-4.19805971047166
"ILMN_1662846","GPR160",26996,-0.429126761545566,0.206472619210526,-2.19498159351384,0.0322136961123265,0.17753618215651,-4.19856853383766
"ILMN_2320164","P2RY12",64805,-0.489521015406404,0.195925803087719,-2.19490519302778,0.0322194640048919,0.177547252877733,-4.19872217239194
"ILMN_1696708","RTRAF",51637,0.185288171896552,0.0421659347894737,2.194763062061,0.0322301966688362,0.177585676489245,-4.19900798053695
"ILMN_1688730","DNAJC18",202052,0.78838591930665,-0.534416324280702,2.194640337968,0.0322394664002832,0.177616031441943,-4.199254751277
"ILMN_2237428","SCD5",79966,0.683074600885468,0.53982578922807,2.19439579783623,0.0322579442646998,0.177697103518316,-4.19974643222848
"ILMN_1693183","SORBS2",8470,-0.363658022062808,0.202733824140351,-2.19432243256618,0.032263489683743,0.177706924927448,-4.19989393401473
"ILMN_3199489","PDCD4-AS1",282997,-0.324856201198276,-0.0424903366491228,-2.19414364893789,0.0322770068106886,0.177760647000424,-4.20025336333316
"ILMN_1807095","KGD4",92259,0.843541098858374,-0.185614047140351,2.19404898039258,0.0322841663432193,0.177779347155951,-4.20044367642869
"ILMN_2228538","IRAK1BP1",134728,0.783304094679803,0.507594750175439,2.19375902234316,0.0323061037947694,0.177858676807408,-4.20102653889536
"ILMN_1682864","SPSB3",90864,0.191216755960591,-0.0255853759122807,2.19208292991788,0.0324331694917054,0.178391874724902,-4.2043944839592
"ILMN_3297679","CDC27",996,-0.88576614637931,-0.404614606666667,-2.19179749977926,0.0324548518664071,0.178415177560137,-4.20496781211022
"ILMN_3238797","FAM72A",729533,-0.792294275592364,-0.337322360403509,-2.19183649881051,0.0324518885981715,0.178415177560137,-4.20488948056447
"ILMN_1805474","FSAF1",128061,0.211216233412562,-0.0127938802807018,2.19187497998732,0.032448964911252,0.178415177560137,-4.20481218800529
"ILMN_2248589","DHX40",79665,0.240991649465517,-0.0147817299298246,2.19119142584759,0.0325009338371905,0.178638706426663,-4.20618499167798
"ILMN_1665655","CTDSPL2",51496,0.267669918722907,-0.191466242859649,2.19083187031322,0.0325282993037071,0.178727792509701,-4.20690695382876
"ILMN_3309264","MIR1295A",100302178,-0.411152515046798,0.151999606824561,-2.19070485799584,0.0325379709428543,0.17873934701116,-4.20716196175024
"ILMN_1801504","RUNX1",861,0.256156584681035,0.0777842441754386,2.19017957355859,0.0325779967570442,0.178938407353408,-4.20821646494282
"ILMN_3251565","RNASEH2C",84153,0.444112631405172,-0.190887364210526,2.19010428493098,0.0325837371714772,0.178949126784423,-4.2083675886467
"ILMN_1734290","MAPRE3",22924,0.763867701721675,0.680793735807018,2.18951223503918,0.0326289092652794,0.179176376410698,-4.20955583303029
"ILMN_1652549","DTNA",1837,-0.95023116794335,-0.371786134736842,-2.18911989236549,0.0326588744528277,0.179299232742242,-4.21034311583
"ILMN_1717025","SSX7",280658,-0.929906286151478,-0.212518099368421,-2.18818649083894,0.0327302602546476,0.179607635887912,-4.21221562051448
"ILMN_1773245","CCL3L1",6349,-0.885397992758621,-0.311740235438596,-2.18819383145464,0.0327296983157562,0.179607635887912,-4.21220089706853
"ILMN_1705570","MACROH2A2",55506,0.313112694220443,-0.0225985887017544,2.1881972444021,0.0327294370506523,0.179607635887912,-4.21219405153219
"ILMN_1679381","LCN1",3933,0.841276993073891,-0.303624492859649,2.1881300915369,0.0327345780174245,0.17961046170318,-4.21232874207241
"ILMN_1771728","PXMP4",11264,-0.765258125150246,-0.468128641789474,-2.18782260320065,0.0327581272137113,0.179697921768966,-4.21294543627105
"ILMN_1752802","CLPTM1L",81037,0.21637303429064,-0.0391212432105263,2.18775947552223,0.0327629637297809,0.179703581456425,-4.21307203520148
"ILMN_1795893","TMEM167B",56900,-0.222482826586207,0.0665923709649123,-2.18723605562985,0.0328030896280788,0.179881890888632,-4.2141216051238
"ILMN_1746378","GHDC",84514,0.562058291458128,-0.143811889666667,2.18669183933306,0.0328448555794534,0.180069108981214,-4.21521265188333
"ILMN_1730928","CDK5R1",8851,0.425619719482759,-0.141664118947368,2.18617401036324,0.032884639801997,0.1802576335195,-4.21625058476664
"ILMN_1759772","LRRC56",115399,0.659668472105911,-0.293667845473684,2.18597778132359,0.0328997269179849,0.180307148069546,-4.21664385078749
"ILMN_1756942","SP3",6670,-0.219935551977832,0.00820097514035088,-2.18566647236215,0.0329236744567916,0.180396527641383,-4.21726768942249
"ILMN_2334112","NSD2",7468,-0.825631887416256,0.0598913073859649,-2.1849679814705,0.0329774618173578,0.180601530093549,-4.218667137574
"ILMN_2381476","ATL1",51062,-0.349169442897783,-0.0961139172631579,-2.18501929594739,0.032973507715559,0.180601530093549,-4.21856434026349
"ILMN_1793290","DYNC2I1",55112,0.932816045352217,-0.617193521649123,2.18486643126643,0.0329852881242964,0.180608409853773,-4.21887056515661
"ILMN_1739815","NLRP12",91662,-0.639266162096059,-0.0415303071754386,-2.18474874433922,0.032994360102862,0.180637141766347,-4.21910630820258
"ILMN_1671158","MRPL13",28998,0.244923432971675,-0.00620198252631579,2.18455352453368,0.0330094135903811,0.180698610719435,-4.21949733662047
"ILMN_1683093","GYPB",2994,-1.07767741289532,-0.205997534122807,-2.18427917292211,0.0330305791635489,0.180760598969961,-4.22004681752576
"ILMN_1776102","PSMD10",5716,0.205594353917488,0.0151637985964912,2.18425792515342,0.0330322188755209,0.180760598969961,-4.22008937086463
"ILMN_1764321","ACOT4",122970,0.900450606979064,-0.426050933368421,2.183972469773,0.033054254691677,0.180822601719513,-4.22066102432215
"ILMN_1715458","PCDH10",57575,-0.711553092290641,-0.148238543508772,-2.18393280035265,0.0330573180064182,0.180822601719513,-4.22074046138876
"ILMN_2072541","RAB11FIP2",22841,0.233481540938424,-0.0682642300526316,2.18391279211078,0.033058863158688,0.180822601719513,-4.22078052695355
"ILMN_1791222","GLYCTK",132158,0.591293023,-0.107586947596491,2.18374484034836,0.0330718358673762,0.180872612303386,-4.22111683026705
"ILMN_1754441","LRRC10B",390205,-0.862516250922414,-0.445463011736842,-2.18355444820398,0.0330865472934299,0.180901180258171,-4.2214980413849
"ILMN_1674265","AVIL",10677,-0.664095927741379,-0.107378604245614,-2.18318066166413,0.033115446155298,0.180999036516288,-4.22224637090303
"ILMN_1742569","MTPAP",55149,0.231281698450739,-0.0547250660175439,2.18178175881135,0.0332237974876791,0.181533146634546,-4.22504604869509
"ILMN_1813277","SUPT3H",8464,0.652145248562808,-0.401744480684211,2.18163523953174,0.0332351640574674,0.18155563654849,-4.22533919576375
"ILMN_2361695","BAG5",9529,0.178616767596059,-0.0758863707368421,2.18147440060238,0.0332476454385154,0.181602815046435,-4.22566097361586
"ILMN_3309179","MIRLET7C",406885,-0.762144123956896,0.680567544,-2.18091188172074,0.033291330259569,0.181778360634648,-4.22678620370131
"ILMN_1777449","IFT74",80173,0.725280464179803,-0.708266481789474,2.1802790204926,0.0333405380564515,0.182004964510432,-4.22805184987118
"ILMN_1771664","CLEC4E",26253,-0.406597162596059,0.230381052210526,-2.18019447515438,0.0333471166684908,0.182019839058071,-4.22822090689011
"ILMN_2395043","HSPA4",3308,0.213209314034483,0.0458128411578947,2.17979819358616,0.0333779671825864,0.182167179108012,-4.22901323854115
"ILMN_1666082","HEATR3",55027,-0.774420747684729,0.654998972561403,-2.1793935126733,0.0334094974422665,0.182318194534453,-4.22982223855131
"ILMN_1706901","HOXD13",3239,0.592872043270936,0.275459297736842,2.17891603359181,0.0334467333142821,0.182437078319304,-4.23077660680732
"ILMN_1682368","LRWD1",222229,-0.281742977573892,0.0924097662280702,-2.17877105295738,0.0334580467357456,0.182456645349959,-4.23106635403191
"ILMN_2090782","GCSH",2653,0.641930789577586,-0.229533726122807,2.17834774853292,0.0334910981061838,0.182594719456674,-4.23191224482161
"ILMN_1663005","ZNF493",284443,-0.857380753477832,0.170449957315789,-2.17802948038198,0.0335159671754968,0.182706824045078,-4.23254814988219
"ILMN_3206804","LINC01018",255167,-0.310217360891626,0.0186421364912281,-2.17798560514432,0.0335193968019013,0.182706824045078,-4.23263580718633
"ILMN_3245306","FOXI3",344167,-0.682103970826354,-0.221656028614035,-2.17788062298467,0.0335276042662498,0.182730472778588,-4.23284554252142
"ILMN_1659255","RP2",6102,-0.385067158871921,0.269021926754386,-2.17745404712359,0.0335609719498867,0.182891227202619,-4.23369767602651
"ILMN_1678061","CASS4",57091,0.850516380772168,0.262605931,2.17631891979582,0.0336499060766206,0.183230461314778,-4.23596453482176
"ILMN_1661039","MRPL30",51263,0.790998826758621,-0.260899050421053,2.17625212818753,0.0336551454538983,0.183235293940412,-4.23609788713799
"ILMN_1756204","RPS6KA4",8986,0.240651994976601,-0.127669571421053,2.17594941440399,0.0336789004033283,0.183343492963301,-4.23670222489759
"ILMN_1795359","SPRR2A",6700,-0.89905337843596,0.800935342280702,-2.17538550680845,0.0337231913319916,0.183500545224212,-4.23782782068032
"ILMN_1768754","PILRB",29990,0.241983273146552,-0.0991127343859649,2.17529255416533,0.0337304970056919,0.183518615836406,-4.23801333647776
"ILMN_1752883","CEP295NL",100653515,0.878030185716749,-0.212850425754386,2.17514575355992,0.0337420377239142,0.183560260739253,-4.23830630893369
"ILMN_1657399","RFX6",222546,-0.859066547704433,0.699141094105263,-2.17485495907958,0.033764908739762,0.183600092641918,-4.23888660311354
"ILMN_1745389","KIAA1328",57536,0.687324393309113,0.564641522035088,2.17476723082653,0.0337718112463722,0.183616486356326,-4.23906165614021
"ILMN_3247578","FAT1",2195,-0.785495951023399,0.673280111807018,-2.17403511623599,0.0338294627183491,0.183781844220192,-4.24052228564953
"ILMN_1702065","SLC61A1",84975,0.186696482996305,0.0792647290526316,2.17403880112113,0.0338291723304027,0.183781844220192,-4.24051493503711
"ILMN_1703288","TMEM259",91304,0.236500821166256,-0.00458103163157895,2.17320639150464,0.0338948260823122,0.184073419649728,-4.2421751592409
"ILMN_1696027","MPHOSPH8",54737,-0.192840128538177,-0.0125237007368421,-2.17312630866037,0.0339011482615341,0.184086586978675,-4.24233485454246
"ILMN_1760466","AP4S1",11154,-0.827836306219212,-0.101330404736842,-2.1729641804077,0.0339139507230724,0.184097532337836,-4.24265814352769
"ILMN_1659495","HBS1L",10767,-0.787861025316502,-0.438669159105263,-2.17290335128348,0.0339187551905284,0.184097532337836,-4.24277943351481
"ILMN_3245550","TSIX",9383,-0.609027028837439,0.476726537508772,-2.17291628826959,0.0339177333384074,0.184097532337836,-4.24275363810362
"ILMN_1768050","SCOC",60592,0.358361694245074,-0.0763043433508772,2.17302416129144,0.0339092138368307,0.184097532337836,-4.2425385420779
"ILMN_2143250","FAR1",84188,-0.275561393681034,0.0564300877017544,-2.17197157791902,0.0339924241195357,0.184370255350228,-4.24463698078996
"ILMN_1777684","LOC93463",93463,-0.821119712295566,-0.0725727720701754,-2.17185670481013,0.034001516060107,0.184377222162447,-4.24486594076482
"ILMN_2356890","MRPL42",28977,0.364582332331281,-0.0716557248070176,2.17147369230086,0.0340318460290312,0.184478149867689,-4.245629270349
"ILMN_1693227","ZC3H7A",29066,0.178442222713054,0.0409426053333333,2.17119261536571,0.034054119026442,0.184556522746745,-4.2461893737872
"ILMN_2149766","APPBP2",10513,0.234436110830049,-0.11401367054386,2.17094843667854,0.034073478523895,0.184640255181515,-4.24667590017272
"ILMN_1669350","DNM1P46",196968,-0.733757095488916,0.64080000868421,-2.17061233101333,0.0341001421615501,0.184742350818097,-4.24734551557155
"ILMN_2098418","CASTOR1",652968,0.317361223788177,-0.0832951875789474,2.16993646997084,0.0341538143782239,0.18496096417913,-4.24869175238802
"ILMN_1663417","CIMIP4",339669,-0.290582491794335,-0.0174097620877193,-2.16993006096826,0.0341543236913715,0.18496096417913,-4.24870451668216
"ILMN_1710216","AVEN",57099,0.552831776862069,0.411551311982456,2.16968353668007,0.0341739196374751,0.18503592782272,-4.24919547506492
"ILMN_1802923","APOC2",344,-0.923713115551724,-0.795017935403509,-2.16933585656799,0.0342015731086523,0.185058368598323,-4.24988780730379
"ILMN_2103591","MORC2",22880,0.77100294176601,-0.349148176631579,2.16942196932057,0.0341947221214876,0.185058368598323,-4.24971634050063
"ILMN_3241416","ACTRT2",140625,-0.409436840928571,0.18724444722807,-2.16945527175894,0.0341920729576973,0.185058368598323,-4.24965002749468
"ILMN_1796245","DNASE2",1777,-0.218796877295567,0.0462871730701754,-2.16947514555525,0.0341904921099236,0.185058368598323,-4.24961045367104
"ILMN_1724052","ZNF814",730051,0.773393204328818,-0.54606798745614,2.16915013575497,0.0342163528449997,0.185117131869666,-4.25025759304246
"ILMN_1670134","FADS1",3992,0.937106171657635,0.238586804333333,2.16861781443363,0.0342587462266564,0.1853051679019,-4.25131734123911
"ILMN_2395092","PYCR1",5831,-0.785438323785715,0.672064260035088,-2.16856595310768,0.0342628788568376,0.1853051679019,-4.25142057529758
"ILMN_1743396","ACOX3",8310,0.565606122302956,-0.282848615421053,2.16858641892647,0.0342612479620077,0.1853051679019,-4.25137983672084
"ILMN_1805995","STPG2",285555,-0.889078854424877,-0.326116393210526,-2.16850360833601,0.0342678474512425,0.185305276142595,-4.25154467471913
"ILMN_1789027","PTPDC1",138639,-0.591323473690887,0.318886576175439,-2.16842362872832,0.034274222386947,0.185305276142595,-4.25170387247489
"ILMN_1679520","AGPAT1",10554,-0.349727440406404,0.197169757017544,-2.16841802580961,0.0342746690178424,0.185305276142595,-4.25171502478272
"ILMN_1664592","STUM",375057,-0.640419637592365,-0.0222545707368421,-2.16787726810709,0.0343177989844652,0.185466399015516,-4.25279125923082
"ILMN_1807003","ANXA11",311,-0.428947672730295,-0.0849998040701754,-2.16784745760307,0.0343201780058776,0.185466399015516,-4.25285058251476
"ILMN_1762305","LOC154449",154449,-0.869290451847291,-0.236798897192982,-2.16742624340776,0.0343538083824931,0.185570673839409,-4.25368873043111
"ILMN_2376529","UMODL1",89766,-0.68931736096798,0.661283923070175,-2.16732083453343,0.0343622289048862,0.185570673839409,-4.25389845545077
"ILMN_1813650","INPP5F",22876,-0.345152491195813,0.0678427906491228,-2.16726140917977,0.0343669768599714,0.185570673839409,-4.25401668631961
"ILMN_1790309","PINX1",54984,-0.452964045791872,-0.147558408754386,-2.16710275445914,0.034379655841277,0.185617915528047,-4.25433232747986
"ILMN_1662049","AGPAT5",55326,0.657014407158867,-0.256248010754386,2.16682640090729,0.034401750584754,0.185694752213545,-4.25488208202662
"ILMN_1783805","PNMA3",29944,0.762543495775862,-0.412314555578947,2.16630325037641,0.0344436110870966,0.185899462376261,-4.2559226314276
"ILMN_1803254","PPP4R3A",55671,0.224997622156404,-0.0689864651052632,2.16582062272715,0.0344822686983936,0.186044326352962,-4.25688239217457
"ILMN_1730229","CGNL1",84952,-0.665126557800492,0.650403275824561,-2.16521883016083,0.0345305244847298,0.186223925870815,-4.25807887277285
"ILMN_1696360","CTSB",1508,-0.393119514678571,-0.0718404934561404,-2.16520881848901,0.0345313277884566,0.186223925870815,-4.25809877554455
"ILMN_1677885","FMO4",2329,0.778676321477832,-0.302140998070175,2.16472367042393,0.0345702741145933,0.186370119473388,-4.25906313570225
"ILMN_3178585","ACAN",176,-0.57609460705665,0.339408366649123,-2.16479208071295,0.0345647799975885,0.186370119473388,-4.25892716321945
"ILMN_1712231","SH3YL1",26751,0.738356531397783,-0.509198333157895,2.16465050430983,0.0345761510250932,0.186380528311593,-4.25920855685428
"ILMN_3240905","RASA4",10156,-0.600801876883005,0.251020179263158,-2.16452043337261,0.0345866008551988,0.186415581991543,-4.25946706880003
"ILMN_1768962","AKAP8L",26993,0.392422064662562,-0.0669681160701754,2.16439480276497,0.0345966965796357,0.186448719323685,-4.25971674325497
"ILMN_1714710","CCDC120",90060,0.618251929800493,-0.52175045077193,2.163908031928,0.0346358380705793,0.186617073683725,-4.26068402107743
"ILMN_1744963","ERO1A",30001,-0.312118232706897,0.0861815199122807,-2.16381089334527,0.0346436536774547,0.186622824681896,-4.2608770262199
"ILMN_2305544","DBI",1622,0.153460850076355,0.0585376586315789,2.16374379405529,0.0346490532759977,0.186624408174096,-4.26101034185947
"ILMN_1770892","YY1",7528,-0.185005116801724,0.0360252479473684,-2.16357967812222,0.0346622630839059,0.186652986856226,-4.26133639943374
"ILMN_1715309","FAM66C",440078,-0.852575622681034,-0.370708295122807,-2.16304213112246,0.0347055615342779,0.186816326936848,-4.26240422524207
"ILMN_1730809","SLC29A2",3177,0.807767317832512,-0.2938137,2.16290855389806,0.0347163282912646,0.186816326936848,-4.26266953876811
"ILMN_1761566","CYSTM1",84418,-0.401098350061576,0.244723668175439,-2.16284628464634,0.0347213483949613,0.186822055826204,-4.26279321435757
"ILMN_1694325","NFIX",4784,-0.907695911029557,0.0315009125087719,-2.16264190512585,0.0347378298006093,0.186889445188812,-4.26319911998118
"ILMN_3276002","FEM1A",55527,-0.660695677364532,0.47986915777193,-2.1625069930893,0.0347487130226472,0.186926704416019,-4.26346704271615
"ILMN_3265505","NYNRIN",57523,0.808321300155172,0.761823735298246,2.1622651886528,0.0347682266273895,0.186990625704342,-4.26394720841089
"ILMN_1717690","LIPT2",387787,0.864026540283251,-0.794418547894737,2.162120992835,0.034779867792139,0.187009100146917,-4.2642335251442
"ILMN_1782730","ZNF473",25888,0.719240928226601,-0.171740948508772,2.16213899529097,0.0347784142377842,0.187009100146917,-4.26419778016077
"ILMN_2300894","KCNQ2",3785,0.660047963153941,-0.267319686473684,2.16090979308983,0.0348777848460837,0.187471566639966,-4.26663785825008
"ILMN_2122081","DNAJB3",414061,-0.944790494380542,-0.455191109070175,-2.16070044408955,0.0348947337138105,0.187541325447995,-4.26705331801578
"ILMN_1731670","LPA",4018,0.786978346135468,0.500394021964912,2.16011257452353,0.034942366147483,0.187669194395243,-4.26821978176826
"ILMN_3311130","MIR1255B2",100313835,-0.255548533837438,0.00685044156140351,-2.15976314656955,0.0349707057123481,0.187776644727638,-4.26891299711723
"ILMN_1800425","SLC9A1",6548,-0.226992697376847,0.0882729442280702,-2.1596159773189,0.0349826475671722,0.187800116758935,-4.26920493156462
"ILMN_1695242","LINC02877",152118,-0.912230221268473,-0.604459903333333,-2.15915533321732,0.0350200490202361,0.187958174463042,-4.2701185861657
"ILMN_2323848","PARD6A",50855,0.725766395071428,-0.204660977649123,2.15875331399182,0.0350527191181368,0.188090772173224,-4.27091582769266
"ILMN_1680154","MAP1B",4131,-0.864502066605911,-0.357448643192982,-2.15807737872208,0.0351077091919839,0.188297217651801,-4.27225598691685
"ILMN_1696167","SYT6",148281,0.643985216075123,0.509894287982456,2.15803540912044,0.0351111260794693,0.188297217651801,-4.27233918723493
"ILMN_3190029","GUCY2GP",390003,-0.85373205046798,0.347079540701754,-2.1579672454101,0.035116676138837,0.188305600671368,-4.27247431169732
"ILMN_1791656","EDRF1",26098,0.196566396841133,-0.0149929193333333,2.15748005636262,0.0351563666656786,0.18849703189768,-4.27343998662431
"ILMN_2219199","LRATD1",151354,-0.691212996182266,0.675288732298246,-2.15736913106137,0.0351654090655128,0.188517306736783,-4.27365982984938
"ILMN_1709645","CBX2",84733,-0.733306594954433,0.644265781210526,-2.15715339241192,0.0351830014653253,0.188575617590647,-4.27408737558959
"ILMN_1660125","SFMBT2",57713,0.650461376575123,-0.342101546842105,2.15675178501211,0.0352157710570542,0.188701269366162,-4.27488317517813
"ILMN_1695829","TTYH2",94015,0.578914404155172,-0.258430816894737,2.15667434292454,0.0352220931016598,0.188701269366162,-4.27503661504522
"ILMN_2072401","OR11H2",79334,-0.353744133751231,-0.0520470048070175,-2.15667026844049,0.0352224257528335,0.188701269366162,-4.27504468789429
"ILMN_1687284","USP12",219333,-0.909827051745074,-0.65673781731579,-2.15635914910355,0.0352478344495255,0.188815976963314,-4.27566107612782
"ILMN_1770467","GAGE7",2579,-0.787582464924877,0.538789670245614,-2.15625998095422,0.0352559367516447,0.188837961977425,-4.27585753179206
"ILMN_1810191","PLA2G4C",8605,-0.526014297336207,0.186294550578947,-2.15616151203265,0.0352639835388159,0.18885964469008,-4.27605259469005
"ILMN_1697363","ADISSP",54976,0.240244868083744,-0.0595212692631579,2.15595237850422,0.0352810790688163,0.188908360219846,-4.27646685461181
"ILMN_1809292","IMMP2L",83943,0.83637177353202,-0.345324231157895,2.15564544251989,0.0353061825611065,0.189021345334802,-4.27707478385933
"ILMN_1742889","WDR77",79084,0.329331887809113,-0.129500892350877,2.15545921747174,0.0353214210442388,0.189081495788331,-4.2774435926388
"ILMN_3238670","SNORA47",677828,-0.767111342938424,0.650864191877193,-2.15487126373075,0.0353695701159683,0.189317788547971,-4.27860782656054
"ILMN_2396571","GPR108",56927,-0.275921279332512,0.178849212877193,-2.1545778635238,0.0353936189163202,0.189425044196796,-4.27918870101555
"ILMN_2221784","LRRC75A",388341,0.578792514152709,-0.144111932035088,2.15441016706365,0.0354073707303102,0.189477172780793,-4.27952067678936
"ILMN_1766200","CALHM2",51063,0.340576652312808,-0.166257695421053,2.1542049869738,0.0354242027230684,0.189545770795655,-4.27992682624366
"ILMN_1736940","HPRT1",3251,0.275186848380542,0.018245783877193,2.15410675515255,0.0354322636713758,0.189567426989437,-4.28012126236315
"ILMN_3241944","HAND2-AS1",79804,-0.805512506816503,-0.117218448912281,-2.15378906451727,0.0354583445079094,0.18962104500148,-4.28075003500998
"ILMN_1751095","CD300E",342510,-0.734334437959359,0.742717765684211,-2.15388592979776,0.0354503905648627,0.18962104500148,-4.28055832777348
"ILMN_1717234","CAST",831,-0.237922885857143,0.0854650230701754,-2.15383485693381,0.0354545841395705,0.18962104500148,-4.28065940760043
"ILMN_1803357","PPM1N",147699,0.651868117567734,-0.233193375298246,2.15315858497062,0.0355101535557147,0.189876606202871,-4.28199764612405
"ILMN_3307845","RUFY4",285180,-0.564084784939655,0.407414859631579,-2.15289990234916,0.035531429717088,0.1899473635504,-4.28250944521635
"ILMN_3203059","WDR86-AS1",100131176,0.935316562831281,-0.447496240438596,2.15189867994059,0.0356138836103199,0.190366606699753,-4.2844898552948
"ILMN_3258513","LINC00301",283197,-0.659643143004926,0.463731538280702,-2.15161555187892,0.0356372304773836,0.190469846404584,-4.2850497387854
"ILMN_1772521","MTHFD1L",25902,0.764348218431034,-0.432899821350877,2.15137009866895,0.0356574814998805,0.19051179712025,-4.28553507003006
"ILMN_3235709","HNF1B",6928,-0.72760274071798,0.700395301280702,-2.15134158651444,0.0356598345370758,0.19051179712025,-4.28559144367752
"ILMN_1743187","C6orf120",387263,0.714733337637931,-0.433869628,2.15132487211583,0.0356612139980126,0.19051179712025,-4.28562449074946
"ILMN_1783889","PRKAA1",5562,0.252913253220443,-0.0665546384736842,2.15119238884557,0.0356721496661548,0.190538333697633,-4.28588642392402
"ILMN_1722533","KATNAL1",84056,0.615961428437193,0.296862883964912,2.15102952874951,0.0356855967738155,0.190577388198109,-4.28620839650209
"ILMN_1786483","C20orf173",140873,-0.621097218461823,-0.0875728730526316,-2.15089637912055,0.0356965940302728,0.19061456559003,-4.28647161646973
"ILMN_1769116","LCN12",286256,0.864357507438424,0.0275621614035088,2.15079681452201,0.0357048193292164,0.190615386203031,-4.28666843405735
"ILMN_1747238","WHAMM",123720,-0.848924526926108,-0.226481254982456,-2.15063401503773,0.0357182722057705,0.190644108323059,-4.28699023664343
"ILMN_1690262","SNAI3",333929,0.330371999626847,0.0552285396315789,2.15039524661937,0.0357380107724807,0.190684815498761,-4.28746216820103
"ILMN_1716766","CEBPG",1054,0.288771042036946,-0.0671138087368421,2.15018505761353,0.0357553946297422,0.190756019852858,-4.2878775750984
"ILMN_1695812","KRT72",140807,1.1030076064064,-0.651607373263158,2.15012990497861,0.0357599573000197,0.190758814460948,-4.28798657026964
"ILMN_2046003","ZDHHC6",64429,0.162049754866995,-0.0291430836315789,2.14993957517868,0.0357757068281397,0.190821277154135,-4.28836269056351
"ILMN_1680738","NREP",9315,0.856475923731527,-0.511421724649123,2.14986722050749,0.0357816956696281,0.19083166984781,-4.28850566686512
"ILMN_3309164","MIR1185-1",100302157,-0.36171419494335,0.0729919113508772,-2.14946288222679,0.0358151791566276,0.190967117492287,-4.28930458361284
"ILMN_1651315","HMG20B",10362,-0.224225086630542,0.029104295245614,-2.14900202220704,0.0358533766767236,0.191106064080615,-4.29021502417263
"ILMN_1689353","APLN",8862,0.844478178082512,-0.314644750035088,2.14862037573518,0.0358850357105082,0.19121007690016,-4.29096885108343
"ILMN_1691668","LRRC73",221424,-0.514434941780788,0.33322639554386,-2.14818935463393,0.0359208199705324,0.191379159394046,-4.29182006610305
"ILMN_3242412","CALHM1",255022,0.771422814674877,-0.141299563438596,2.14806801958538,0.0359308990866839,0.191402520032684,-4.29205966216287
"ILMN_2398408","TCEAL1",9338,-0.512690306243842,-0.160664535438596,-2.14803900575558,0.0359333095875549,0.191402520032684,-4.29211695305363
"ILMN_1770548","CLASP2",23122,0.733723289660098,-0.367024913105263,2.14791944410398,0.0359432443940316,0.191433849343088,-4.29235303331909
"ILMN_1769912","OR4K14",122740,-0.873269178263547,0.0416900395614035,-2.1476507499262,0.0359655799271863,0.191531210456753,-4.2928835423112
"ILMN_1726990","DXO",1797,0.801618309158867,-0.378366868473684,2.14731736123403,0.0359933101526216,0.191614070313173,-4.29354170572037
"ILMN_1887865","PRDM9",56979,-0.882957525320197,-0.516874999824561,-2.14717633260563,0.0360050461006348,0.191654945607921,-4.29382009305021
"ILMN_2097052","CDY2A",9426,-0.443410979221675,0.219341307824561,-2.1470225192017,0.036017849773346,0.191701494550925,-4.29412369955946
"ILMN_2254583","SNX14",57231,0.780672127192118,-0.541698943859649,2.14680110897549,0.0360362873073293,0.191756408946876,-4.29456070051339
"ILMN_2212999","KIF5C",3800,0.677414728254926,-0.418490277807018,2.1461842969544,0.0360876947571096,0.192008326131919,-4.29577791082763
"ILMN_1789407","TVP23C",201158,-0.381567894763547,-0.105936811035088,-2.14562420294164,0.036134430679509,0.192235334019361,-4.29688293740193
"ILMN_1664168","SLC25A11",8402,0.232510808652709,0.0592841278947368,2.14529405161916,0.0361620042911639,0.192338696472518,-4.29753418840893
"ILMN_1714167","CYB5A",1528,0.319382736224138,-0.0973820574385965,2.14447432305696,0.036230546059668,0.192639257937012,-4.29915080371802
"ILMN_2144088","FDFT1",2222,0.214412086918719,0.0482221835964912,2.14447189237147,0.0362307494707815,0.192639257937012,-4.29915559657825
"ILMN_3236211","DGCR11",25786,-0.310364015980296,0.0273656020701754,-2.1440201841237,0.0362685678717516,0.192796930686629,-4.3000462013076
"ILMN_1897310","LETM1",3954,0.33751957504803,-0.165341916842105,2.14382868229722,0.0362846114111251,0.192860508840744,-4.30042372535836
"ILMN_1749213","SDF2L1",23753,0.283083207241379,0.181026571649123,2.1435613279461,0.0363070200650392,0.192957900831762,-4.30095073616715
"ILMN_1731612","UCHL5",51377,0.311993726227832,-0.113880324421053,2.14346419302558,0.0363151645522213,0.192979470855756,-4.3011421954043
"ILMN_2330966","PTK2B",2185,-0.20645119366133,0.132078603964912,-2.14336743414515,0.0363232790980339,0.193000876935453,-4.30133290612233
