"Gene","GeneSymbol","EntrezID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_2194828","PAGR1",79447,0.804444353899015,-0.0800263147017544,8.4684889956429,1.07163152356185e-11,1.12476063309666e-08,16.3904249114142
"ILMN_1799467","SAMD9L",219285,-1.21973409523645,0.431484803350877,-8.45876328882243,1.11219269189399e-11,1.14195593545316e-08,16.3549327871024
"ILMN_1783753","TXNDC12",51060,0.760332280620689,-0.225676613280702,8.41768446020452,1.30123389643183e-11,1.30762932260365e-08,16.2049507938452
"ILMN_1691731","PARP14",54625,-1.13856354157635,0.315585415438596,-8.40796478557965,1.35049412432872e-11,1.3288580830452e-08,16.1694465650309
"ILMN_2326512","CASP1",834,-0.982318334075123,0.332956169649123,-8.38244072501142,1.48895303852059e-11,1.43519879515033e-08,16.0761814187661
"ILMN_1713058","PSTPIP2",9050,-1.39844894850739,0.571480000421053,-8.30130027450037,2.03113361943095e-11,1.88102886234006e-08,15.7794097146048
"ILMN_1679929","KLF13",51621,0.660541771619458,-0.0017379300877193,8.28455498032793,2.16565375147837e-11,1.96703831415528e-08,15.7181115900871
"ILMN_1755843","SLC26A8",116369,-2.09269273705172,0.475916160140351,-8.26773502883278,2.30977776901491e-11,2.05836063789327e-08,15.6565227585065
"ILMN_1772697","KREMEN1",83999,-3.65036081708128,1.29232569789474,-8.1863546746799,3.15530104942286e-11,2.70960043391439e-08,15.3582973068428
"ILMN_1754076","CACNA2D3",55799,3.11575569415025,-1.08412453298246,8.09486231937507,4.48239044022419e-11,3.71417162951278e-08,15.0225686585841
"ILMN_1651347","SERTAD2",9792,0.670912491227832,-0.0795697347017544,8.09785135608284,4.43124689556343e-11,3.71417162951278e-08,15.0335439262207
"ILMN_1796409","C1QB",713,-4.26648495460345,1.24762233357895,-8.08872708863285,4.58922890135122e-11,3.73713569378827e-08,15.0000396170167
"ILMN_1677122","FAM168B",130074,1.15051725222291,-0.250100396754386,8.07759885858532,4.78957547636932e-11,3.83417693770168e-08,14.9591709564747
"ILMN_1801246","IFITM1",8519,-1.07664139246305,0.41502657245614,-8.07120936971182,4.90854868161013e-11,3.8639277130188e-08,14.9357025693305
"ILMN_1781373","IFIH1",64135,-1.16493111018227,0.334062150245614,-8.04876742959552,5.35040485521375e-11,4.07588664059033e-08,14.8532577825327
"ILMN_2337655","WARS1",7453,-1.22244403294828,0.387510022754386,-8.03149441277038,5.71747846939536e-11,4.28638453314305e-08,14.7897850781823
"ILMN_1674891","RNF213",57674,-1.62198171095074,-0.0172461696491228,-8.01372736404408,6.1214197344574e-11,4.51751211684621e-08,14.7244819130544
"ILMN_1780334","KCNJ2",3759,-1.11539405285222,0.318428503929825,-8.00078134168482,6.43366500370591e-11,4.6748989506159e-08,14.6768890949745
"ILMN_1690921","STAT2",6773,-0.82540777689532,0.220904024421053,-7.95751696954668,7.59774937286838e-11,5.43711061560525e-08,14.5177823983373
"ILMN_1701621","SCO2",9997,-1.39768750141872,0.412298291754386,-7.91804358262415,8.84318917768554e-11,6.23392041867561e-08,14.3725449323138
"ILMN_1745374","IFI35",3430,-1.08727889728325,0.422401875385965,-7.90737523935611,9.2136151113507e-11,6.39953316653243e-08,14.3332807161357
